problem_04_0422,13414.896249771118,1.0,1
problem_04_0423,12226.692914962769,1.0,1
problem_04_0424,10001.22356414795,1.0,1
problem_04_0425,13435.16445159912,1.0,1
problem_04_0426,10033.719301223757,1.0,1
problem_04_0427,10050.864934921265,1.0,1
problem_04_0428,11989.33172225952,1.0,1
problem_04_0429,11152.68611907959,1.0,1
problem_04_0430,11318.48692893982,1.0,1
problem_04_0431,10230.602741241457,1.0,1
problem_04_0432,11042.339563369753,1.0,1
problem_04_0433,11250.76389312744,1.0,1
problem_04_0434,9733.86836051941,1.0,1
problem_04_0435,12036.95583343506,1.0,1
problem_04_0436,6615.633487701416,1.0,1
problem_04_0437,9014.33038711548,1.0,1
problem_04_0438,12167.72484779358,1.0,1
problem_04_0439,9958.282947540283,1.0,1
problem_04_0440,8772.838830947876,1.0,1
problem_04_0441,12152.25338935852,1.0,1
problem_04_0442,12169.463157653809,1.0,1
problem_04_0443,11136.93356513977,1.0,1
problem_04_0444,12079.675912857056,1.0,1
problem_04_0445,9826.95484161377,1.0,1
problem_04_0446,12158.546686172484,1.0,1
problem_04_0447,0.0,1.0,2
problem_04_0448,10032.95612335205,1.0,1
problem_04_0449,11425.965070724487,1.0,1
problem_04_0450,12039.965629577637,1.0,1
problem_04_0451,11032.093286514282,1.0,1
problem_04_0452,12257.354259490969,1.0,1
problem_04_0453,11846.621751785278,1.0,1
problem_04_0454,11204.35380935669,1.0,1
problem_04_0455,11233.182907104492,1.0,1
problem_04_0456,9928.16162109375,1.0,1
problem_04_0457,9968.285322189333,1.0,1
problem_04_0458,11126.421451568604,1.0,1
problem_04_0459,11124.431848526,1.0,1
problem_04_0460,8663.01703453064,1.0,1
problem_04_0461,12316.638708114624,1.0,1
problem_04_0462,10760.73932647705,1.0,1
problem_04_0463,8844.763040542603,1.0,1
problem_04_0464,12010.203123092651,1.0,1
problem_04_0465,11886.903285980225,1.0,1
problem_04_0466,9905.197858810425,1.0,1
